product_name,product_description,series,manufacturer,category,tab_category,price,specification,sculptor,cooperation,image1,image2,image3,image4
MODEROID Ikaruga,"From ""Knight's & Magic"" comes a rerelease of the plastic model kit of Ernesti Echavalier's mecha ""Ikaruga""! The model has been faithfully recreated based on the design from the anime. The model is fully articulated, even including the four arms' Rough Fists on Ikaruga's back area. Four Sword Cannons are also included. The model is made from ABS and PS plastic with POM plastic used in some areas. The kit includes runners are separated into 3 colors (blue, gold and gray) as well as pre-painted parts, making it easy to recreate the mecha with a simple assembly. Stickers to recreate various markings are also included.",Knight's & Magic,Good Smile Company,"Plastic Models
                            , 
                              MODEROID",Other Figure,"¥6,800",Assemblable PS&ABS plastic model kit. Not to scale. Approximately 150mm in height when built (to top of head.),Design: T-REX,Sentinel,//images.goodsmile.info/cgm/images/product/20200619/9659/71077/large/d05a09acefd3c7dae20dea53f33954aa.jpg,//images.goodsmile.info/cgm/images/product/20200619/9659/71078/large/be3e9e19c197605b0dfec066827d93d0.jpg,//images.goodsmile.info/cgm/images/product/20200619/9659/71079/large/3d5eb68a231663cf84b53f0c2a3fbe03.jpg,//images.goodsmile.info/cgm/images/product/20200619/9659/71080/large/ae27379793885330da654e6a2d786372.jpg
Tohka Yatogami: Bunny Ver.,"From the popular work ""Date a Live IV"" comes a bunny figure of Tohka Yatogami! Her outstanding physique has been faithfully captured in figure form. This enormous 1/4 scale bunny figure also features real net tights for a realistic look and feel. Be sure to add her to your collection!",Date A Live,FREEing,1/4th Scale,Other Figure,"¥38,500",Painted plastic 1/4 scale complete product. Approximately 250mm in height.,FREEing,Hiroshi (SAKURAZENSEN),//images.goodsmile.info/cgm/images/product/20230815/14812/119576/large/d81f3a57a0ae93edf75725d49974b3d6.jpg,//images.goodsmile.info/cgm/images/product/20230815/14812/119577/large/facab8149ee05e36c62ac4554834a947.jpg,//images.goodsmile.info/cgm/images/product/20230815/14812/119578/large/6f30e24e90dfc1ee89dcddcb680abb3c.jpg,//images.goodsmile.info/cgm/images/product/20230815/14812/119579/large/dbd4de70d02dd04da1b52d0624e4ae35.jpg
MODEROID Iczer Robo,"From ""Fight! Iczer-OneAct. III"" comes MODEROID Iczer Robo, the first ever plastic model of Iczer Robo! ",Fight! Iczer-One Act. III,Good Smile Company,"Plastic Models
                            , 
                              MODEROID",Other Figure,"¥5,900",Ready-to-assemble non-scale plastic model kit. Approximately 160mm in height.,Aran Moriguchi,Tetsuo Sakata (HRG),//images.goodsmile.info/cgm/images/product/20230707/14644/118033/large/3509b02fa5306d363c5dbc179fe4549b.jpg,//images.goodsmile.info/cgm/images/product/20230707/14644/118025/large/c25651357f815bc3e901f3f78cce013a.jpg,//images.goodsmile.info/cgm/images/product/20230707/14644/118026/large/883d7eb0661bc7e31416993f6e33c53e.jpg,//images.goodsmile.info/cgm/images/product/20230707/14644/118027/large/8db077410dd0ddaafd33700f37dbf5f0.jpg
figma Chisato Nishikigi,"From the anime series ""Lycoris Recoil"" comes a figma of Takina Inoue!",Lycoris Recoil,Max Factory,figma,Other Figure,"¥9,800",Painted plastic non-scale articulated figure with stand included. Approximately 150mm in height.,Uniko Enomoto,Masaki Apsy,//images.goodsmile.info/cgm/images/product/20230921/14996/121357/large/81620946ca19232feeb8da689626051c.jpg,//images.goodsmile.info/cgm/images/product/20230921/14996/121358/large/9af3e86b542dec78220c3dd5e8e8298f.jpg,//images.goodsmile.info/cgm/images/product/20230921/14996/121359/large/d2725d4563b6e69c0a9a8b0c9259c151.jpg,//images.goodsmile.info/cgm/images/product/20230921/14996/121360/large/0d4966de51c2210f8d80c42f141c721b.jpg
AK-12,"From ""Girls’ Frontline"", the popular smartphone game now celebrating its 5th anniversary, comes a 1/7 scale figure of the assault rifle T-Doll AK-12!
AK-12's beautiful silver hair, closed eyes and gentle smile have been faithfully captured in figure form.",Girls' Frontline,Phat!,1/7th Scale,Other Figure,"¥29,800",Painted plastic 1/7 scale complete product with stand included. Approximately 260mm in height.,Rico (Connect Rect),Phat!,//images.goodsmile.info/cgm/images/product/20230821/14824/119706/large/2e63670a7a11f587544a3be62ebeece6.jpg,//images.goodsmile.info/cgm/images/product/20230821/14824/119707/large/2cd12912f2251e0f0050981f2900a7a1.jpg,//images.goodsmile.info/cgm/images/product/20230821/14824/119708/large/c6c37de4294b28b056f388f3f2185bd0.jpg,//images.goodsmile.info/cgm/images/product/20230821/14824/119709/large/18aeec7f4d3f62620175b60c3c027cdf.jpg
Elaina ~My Adventure Diary~ KADOKAWA Special Set,"A new illustration of Elaina, the protagonist of the anime series Wandering Witch:
The Journey of Elaina, has been transformed into a figure!
The design is inspired by Elaina’s own adventure diary, the main focus of the story.",Wandering Witch: The Journey of Elaina,KADOKAWA Corporation,1/7th Scale,Other Figure,"¥31,700",Painted plastic 1/7 scale complete product with stand included. Approximately 250mm in height.,miro,NIKKEN,//images.goodsmile.info/cgm/images/product/20230424/14306/114685/large/ad38a3c0478010c3dc36ca3e53d78418.jpg,//images.goodsmile.info/cgm/images/product/20230424/14306/114686/large/14c5f592921b0ae5d3d2f56f479b8342.jpg,//images.goodsmile.info/cgm/images/product/20230424/14306/114687/large/d291a3759dab0e929840b3d36d273ecd.jpg,//images.goodsmile.info/cgm/images/product/20230424/14306/114677/large/c35c50b467a370ba01a42ee82d81bdaa.jpg
SSR-FIGURE Yi Ren Guan - House of Unhumans Qiao Er + Jin Hua Bunny Ver. Combinatorial,From Infinity Studio's SSR FIGURE brand comes the original figure series Yi Ren Guan - House of Unhumans!,Yi Ren Guan - House of Unhumans,Infinity Studio,1/7th Scale,Other Figure,"¥27,060","Painted plastic 1/7 scale complete product with stand included. Approximately 205mm (Qiao Er Bunny Ver.), approximately 230mm (Jin Hua Bunny Ver.) in height.",Chen Ruixin,Zhao Haisen,//images.goodsmile.info/cgm/images/product/20231010/15066/122040/large/7a6fb9359734413510fd771308f7c9cd.jpg,//images.goodsmile.info/cgm/images/product/20231010/15066/122041/large/d4fbb05784e780730dcd14d9c76fb1e1.jpg,//images.goodsmile.info/cgm/images/product/20231010/15066/122042/large/41a903a33eda027204fa0fbcfcaf2d5a.jpg,//images.goodsmile.info/cgm/images/product/20231010/15066/122043/large/3bad1f436dbba396ee8d054e416fbcf7.jpg
Racing Miku 2022: Tropical Ver.,"The official character of the 2022 Hatsune Miku GT Project, Racing Miku 2022 Tropical Ver., is now a 1/7 scale figure! The original 2022 Racing Miku illustration by neco has been carefully brought to life in eye-popping detail. The suntan-outlined logo marks on her legs and arms have been faithfully captured in figure form. Don’t miss the detailed expression of her suntanned skin and delicate sculpting of her twintail hair! Be sure to add this figure of Miku with a tropical look to your collection!",Hatsune Miku GT Project,Max Factory,1/7th Scale,Other Figure,"¥22,900",Painted plastic 1/7 scale complete product with stand included. Approximately 230mm in height.,ko_nen (modeloft),"Art Spirits Co., Ltd.",//images.goodsmile.info/cgm/images/product/20230622/14548/117113/large/ff7085da5ecdb5a76f2977a272172220.jpg,//images.goodsmile.info/cgm/images/product/20230622/14548/117114/large/83d20ed182ad67b3e00d65e7fa316c89.jpg,//images.goodsmile.info/cgm/images/product/20230622/14548/117115/large/d235c5752de00aba292b3adba7444051.jpg,//images.goodsmile.info/cgm/images/product/20230622/14548/117116/large/1fb75a06d44d2b37143fb14f362f5585.jpg
Yumi: Bare Leg Bunny Ver.,"From ""Shinobi Master Senran Kagura: NEW LINK"" comes a new bare leg bunny figure of Yumi, the beautiful shinobi of Gessen Girls' Academy! This special version features Yumi's original bunny suit minus the net tights, showing off her bare legs instead. Display with the upcoming Yozakura: Bare Leg Bunny Ver. for a splendid show right in your own collection!",Shinobi Master Senran Kagura: NEW LINK,FREEing,1/4th Scale,Other Figure,"¥27,500",Painted plastic 1/4 scale complete product. Approximately 385mm in height.,Norimiki Ujikawa (Dragoncraft),Dragoncraft,//images.goodsmile.info/cgm/images/product/20230407/14233/114027/large/beb63ff9f202f29cd63139ff3baab6e0.jpg,//images.goodsmile.info/cgm/images/product/20230407/14233/114028/large/52e404f1880741f9ac88c40ed5d0f718.jpg,//images.goodsmile.info/cgm/images/product/20230407/14233/114029/large/e04a49656997cb10a7cd7430b9b56257.jpg,//images.goodsmile.info/cgm/images/product/20230407/14233/114030/large/e5395324e8e63d1e08d31653fa54ce37.jpg
Mikoto Misaka: Hoodie☆Look Gekota ver.,"From the popular anime series ""A Certain Scientific Railgun T"" comes a figure of one of the heroines, Mikoto Misaka, wearing a poncho with a design inspired by Gekota!",A Certain Scientific Railgun T,KADOKAWA Corporation,1/7th Scale,Other Figure,"¥21,450",Painted plastic 1/7 scale complete product with stand included. Approximately 160mm in height.,Nagano Kenmin (Nagano Koubou),Nikken Corporation,//images.goodsmile.info/cgm/images/product/20230830/14896/120429/large/e61a759f8a6f98719da28b24c9417348.jpg,//images.goodsmile.info/cgm/images/product/20230830/14896/120430/large/e90839d57946dacc397597a4f5cad4f7.jpg,//images.goodsmile.info/cgm/images/product/20230830/14896/120431/large/13b2d3817dfa2e91f0d6f3ae38b6a1a7.jpg,//images.goodsmile.info/cgm/images/product/20230830/14896/120432/large/e918392f813a6a53db58932d1f210f13.jpg
MODEROID Linebarrel Overdrive,"From ""Linebarrels of Iron"" comes a MODEROID plastic model kit of Linebarrel Overdrive!",Linebarrels of Iron,Good Smile Company,"Plastic Models
                            , 
                              MODEROID",Other Figure,"¥7,500",Ready-to-assemble plastic model kit. Non-scale. Approximately 180mm in height.,T-REX,"Production Cooperation: Toshikazu Karashima, Tetsuo Sakata (HRG)",//images.goodsmile.info/cgm/images/product/20230920/14991/121312/large/44d092572751e7d978f43d8a0ca67a67.jpg,//images.goodsmile.info/cgm/images/product/20230920/14991/121313/large/7199e8927c90ce0be8f6a5da713ed49d.jpg,//images.goodsmile.info/cgm/images/product/20230920/14991/121314/large/a181fca002560998e2d80fa779b606b2.jpg,//images.goodsmile.info/cgm/images/product/20230920/14991/121315/large/1e478da318cf6285e26974da3a52c6d4.jpg
figma Gawr Gura,"From the popular virtual YouTuber group ""hololive production"" comes a figma of hololive English member Gawr Gura!",hololive production,Max Factory,figma,Other Figure,"¥10,800",Painted plastic non-scale articulated figure with stand included. Approximately 135mm in height.,Max Factory (Koudzuki),Masaki Apsy,//images.goodsmile.info/cgm/images/product/20231019/15103/122364/large/5e66a42b9e309acb73a895bd2d3e0531.jpg,//images.goodsmile.info/cgm/images/product/20231019/15103/122365/large/36ffd4a9b8e3ab42e6e4130869d37115.jpg,//images.goodsmile.info/cgm/images/product/20231019/15103/122366/large/6b16bb8a00694cfedf4a778c764c3040.jpg,//images.goodsmile.info/cgm/images/product/20231019/15103/122367/large/dca6e374d313cad812c031d08b607aba.jpg
figma Armed JK: Variant C,From the military high school girl series “Little Armory” comes unnamed armed JK characters based on the figma Styles format!,Little Armory x figma Styles,TOMYTEC,figma,Other Figure,"¥7,700",Painted plastic non-scale articulated figure with stand included. Approximately 135mm in height.,Dragoncraft,Max Factory,//images.goodsmile.info/cgm/images/product/20230622/14554/117083/large/2a0d4b42950bcee8be3b561d35e9d189.jpg,//images.goodsmile.info/cgm/images/product/20230622/14554/117084/large/c01af1be8721d29afc83ef84cd15cf9f.jpg,//images.goodsmile.info/cgm/images/product/20230622/14554/117085/large/cfb30e990443067c77d84ac3ea5a8777.jpg,//images.goodsmile.info/cgm/images/product/20230622/14554/117086/large/7e848f829f17d5fa471776e8d8b34761.jpg
figma E.M.M.I.,"From the Nintendo Switch game ""METROID DREAD"" comes a figma action figure of one of the E.M.M.I.! A flexible plastic is used in important areas. Its extending limbs have been preserved in figure form.",METROID DREAD,Good Smile Company,figma,Other Figure,"¥16,800",Painted plastic non-scale articulated figure with stand included. Approximately 215mm in height.,"mffp Co., Ltd./Max Factory (Naoki Sato)",Masaki Apsy,//images.goodsmile.info/cgm/images/product/20230704/14612/117736/large/17bd3b3fe924d33aff3a69b97d1f9c82.jpg,//images.goodsmile.info/cgm/images/product/20230704/14612/117737/large/9f3bd19291704af63ab99dd614e5466b.jpg,//images.goodsmile.info/cgm/images/product/20230704/14612/117738/large/6297016c739b8c2b55c96336c04cd452.jpg,//images.goodsmile.info/cgm/images/product/20230704/14612/117739/large/126d210522c2a983f75f36091a012b87.jpg
Nendoroid Doctor,"From the popular smartphone game ""Arknights"" comes a rerelease of the Nendoroid of the commander of Rhodes Island, the Doctor! Optional parts include a bag used during recruitment, bag effect parts, an electric kettle, effect stickers for conveying the Doctor's emotions, LMD, an Originite Prime and an Originium Slug. Be sure to add Nendoroid Doctor to your collection, and display them with your Operator Nendoroids!",Arknights,Good Smile Arts Shanghai,Nendoroid,Other Figure,"¥6,500",Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,Mo Buran,Nendoron,//images.goodsmile.info/cgm/images/product/20210916/11793/89989/large/e02fad67d9771be3f7273eccd19edfb2.jpg,//images.goodsmile.info/cgm/images/product/20210916/11793/89990/large/557559b9da34de978c2cfdf0c507b6a0.jpg,//images.goodsmile.info/cgm/images/product/20210916/11793/89991/large/22f0a6f2891b082e648819160c721c0d.jpg,//images.goodsmile.info/cgm/images/product/20210916/11793/89992/large/239dad077f7e1df6fc744e1d68f8e335.jpg
NTW-20: Aristocrat Experience,"From ""Girls' Frontline"" comes NTW-20! Her apron dress from the Maid Internship skin theme has been faithfully captured in figure form. Originally a garage kit by sculptor Rico, the sculpt of the figure has been brushed up with Rico's cooperation.",Girls' Frontline,PONY CANYON,Other Scale,Other Figure,"¥30,580",Painted plastic 1/6 scale complete product with stand included. Approximately 240mm in height (rifle stands at 280mm in height).,Rico,Rico,//images.goodsmile.info/cgm/images/product/20221116/13546/107224/large/002181968f6400b46a80562ed6961781.jpg,//images.goodsmile.info/cgm/images/product/20221116/13546/107225/large/d20b06d4449294aeb378e0987f076bc9.jpg,//images.goodsmile.info/cgm/images/product/20221116/13546/107226/large/8970b920dcfeefbdf132ef4457075fe1.jpg,//images.goodsmile.info/cgm/images/product/20221116/13546/107227/large/a9022558ac774930fe8c371281e744ed.jpg
Saber/Nero Claudius: Venus's Silk Ver.,"From the popular smartphone game ""Fate/Grand Order"" comes a 1/7 scale figure of Saber/Nero Claudius dressed in her ""Venus's Silk"" Spiritron Dress.",Fate/Grand Order,KADOKAWA Corporation,1/7th Scale,Other Figure,"¥24,800","Painted plastic 1/7 scale complete product with stand included. Approximately 235mm in height (figure only, including cowlick)",YOKOSHIMA (Sculpting Cooperation: Sparrow),AliceGlint,//images.goodsmile.info/cgm/images/product/20230330/14193/113727/large/5f978b1069710198961658d40be93d54.jpg,//images.goodsmile.info/cgm/images/product/20230330/14193/113728/large/ff79c681562bba5e906506abe7907530.jpg,//images.goodsmile.info/cgm/images/product/20230330/14193/113729/large/dc8ad019390089cffdea9c6c06b153c4.jpg,//images.goodsmile.info/cgm/images/product/20230330/14193/113730/large/8089d1bf1dc93f664e6ca2bfce30771a.jpg
figma Rei Takanashi [Sokyu],"From ""Alice Gear Aegis"" comes the sixth figma from the game, this time featuring Rei Takanashi [Sokyu] in her Ace armor suit!",Alice Gear Aegis,Max Factory,figma,Other Figure,"¥16,000",Painted plastic non-scale articulated figure with stand included. Approximately 140mm in height.,"Max Factory (SF345, Seiichi Matsumiya), Toyhouse Co.,Ltd.",Masaki Apsy,//images.goodsmile.info/cgm/images/product/20230525/14420/115762/large/7e1048ce7b04aa49d97a3a4e8ee23ae8.jpg,//images.goodsmile.info/cgm/images/product/20230525/14420/115763/large/1f44720337d927b764af15446a58a7fb.jpg,//images.goodsmile.info/cgm/images/product/20230525/14420/115764/large/571909f5abd3eb646ff9b45d900480e6.jpg,//images.goodsmile.info/cgm/images/product/20230525/14420/115765/large/85565ed09ac810d9cebb88b044b6e662.jpg
MODEROID Harbyzan,"From the anime series ""Mado King Granzort"" comes a MODEROID plastic model kit of the Jado King Harbyzan! ",Mado King Granzort,Good Smile Company,"Plastic Models
                            , 
                              MODEROID",Other Figure,"¥5,500",Assemblable plastic model kit. Not to scale. Approximately 140mm in height when built.,Caloan (GOD BRAVE STUDIO),Mizuho Design Team,//images.goodsmile.info/cgm/images/product/20230315/14117/112938/large/1332389c1999e86e2d5fd573a27e8e30.jpg,//images.goodsmile.info/cgm/images/product/20230315/14117/112939/large/280173a48dd482ab4f7348d58f4164ea.jpg,//images.goodsmile.info/cgm/images/product/20230315/14117/112940/large/a070418829f93dcac9982c64b5b21893.jpg,//images.goodsmile.info/cgm/images/product/20230315/14117/112941/large/fa87473260344cd29f1074cfa45e6742.jpg
chitocerium XXII-tanio alb,"From Masaki Apsy×huke×Good Smile Company's plastic model series ""chitocerium"" comes a rerelease of chitocerium XXII-tanio alb.",chitocerium,Good Smile Company,"Plastic Models
                            , 
                              chitocerium",Other Figure,¥990,PS&ABS assemblable plastic model kit. 1/1 scale. Approximately 30mm in height (excluding stand).,Masaki Apsy,Good Smile Company,//images.goodsmile.info/cgm/images/product/20201007/10190/75641/large/29582dbff914afd05b441913987a3f33.jpg,//images.goodsmile.info/cgm/images/product/20201007/10190/75643/large/1d56abb8c2f7e45ed496834319a8d1bf.jpg,//images.goodsmile.info/cgm/images/product/20201007/10190/75645/large/96755964eb47d37f360ae6ccf6832ad0.jpg,//images.goodsmile.info/cgm/images/product/20201007/10190/75647/large/6a94bcc3b2930986aa6120385d93132e.jpg
MODEROID NIRVASH type ZERO,"From the anime series ""Eureka Seven"" comes a new MODEROID plastic model of the NIRVASH type ZERO, the oldest known L.F.O. on the planet! ",Eureka Seven,Good Smile Company,"Plastic Models
                            , 
                              MODEROID",Other Figure,"¥7,500",Ready-to-assemble plastic model kit. Non-scale. Approx. 160mm in height (to top of head).,Kenichi Miyashita,Design: TEAM NAVEL (Unitec),//images.goodsmile.info/cgm/images/product/20231027/15155/123352/large/0f943dfc3e0e218d1de8cb759172217e.jpg,//images.goodsmile.info/cgm/images/product/20231027/15155/123353/large/a14e8d99c9c450582d8257a307ff6788.jpg,//images.goodsmile.info/cgm/images/product/20231027/15155/123354/large/b8898c89e91ad53c60ab29a807d6924b.jpg,//images.goodsmile.info/cgm/images/product/20231027/15155/123355/large/c2889e0fd1da43b704a7b8bbbb5f4260.jpg
COMBAT ARMORS MAX 05: 1/72 Scale Ironfoot F4X Hasty,"From the anime series ""Fang of the Sun Dougram"" comes a rerelease of the heavy combat armor known for its unique asymmetrical design, the Ironfoot F4X Hasty!",Fang of the Sun Dougram,Max Factory,"Plastic Models
                            , 
                              PLAMAX",Other Figure,"¥6,050",Ready-to-assemble 1/72 scale plastic model kit. Decals included. Approximately 150mm in height.,Max Factory (Naoki Satou),T-REX,//images.goodsmile.info/cgm/images/product/20150803/5158/34898/large/470dbe929bc1eb828b8e888e4eb3a667.jpg,//images.goodsmile.info/cgm/images/product/20150803/5158/34899/large/1d285191e02e1c6e6ed3233fa82972d7.jpg,//images.goodsmile.info/cgm/images/product/20150803/5158/34900/large/461d26ef6ee77d5d5c705f7d1c7ce13f.jpg,//images.goodsmile.info/cgm/images/product/20150803/5158/34901/large/308ed0fd82d47f604d433e9c581247b8.jpg
PLAMAX GP-07 Underwear Body Girl Ran & Jelly: Maid Ver. Set,"From the ""Guilty Princess"" plastic model series by Tony x Max Factory comes Underwear Body Girls Ran & Jelly in maid-themed underwear!",Guilty Princess,Max Factory,"Plastic Models
                            , 
                              PLAMAX",Other Figure,"¥11,600",Ready-to-assemble non-scale plastic model kit with stand included. Approximately 160mm in height.,Max Factory (SF345/Jun Yamaoka),UNITEC,//images.goodsmile.info/cgm/images/product/20230509/14353/116035/large/2a340d643b113fb7eb1994311f5fbe9e.jpg,//images.goodsmile.info/cgm/images/product/20230509/14353/116036/large/6bbffb656f9fe2a64e80af69a6c2d8d3.jpg,//images.goodsmile.info/cgm/images/product/20230509/14353/116037/large/546e922ff90e7d808d2ebdf0f56bc221.jpg,//images.goodsmile.info/cgm/images/product/20230509/14353/116038/large/464069c17651ffe65af5d10697a4ed20.jpg
COMBAT ARMORS MAX 06: 1/72 Scale Bromry JRS Native Dancer Commander Type & Missile Pod Type,"From the anime series ""Fang of the Sun Dougram"" comes the sixth in the COMBAT ARMORS MAX series and the first in the set to feature combat vehicles instead of mecha. This is a set of two Native Dancer combat buggies together with character miniatures to display around the Combat Armor models and bring out the atmosphere of the series even more!",Fang of the Sun Dougram,Max Factory,"Plastic Models
                            , 
                              PLAMAX",Other Figure,"¥3,850",Ready-to-assemble 1/72 scale plastic model kit. Decals included. Approximately 50mm in length.,Max Factory (Naoki Satou),T-REX,//images.goodsmile.info/cgm/images/product/20151023/5293/36050/large/06762901a7854f0223a320d7cfeed20e.jpg,//images.goodsmile.info/cgm/images/product/20151023/5293/36051/large/88e655be63d734665629c49502c4e1f1.jpg,//images.goodsmile.info/cgm/images/product/20151023/5293/36052/large/07a703d2ecc64b06416949fedd5ef839.jpg,//images.goodsmile.info/cgm/images/product/20151023/5293/36053/large/f3b127bca39262124e0388ee0e79d796.jpg
MODEROID Take no Yamikazuchi: Chikane Color,"From the anime series ""Destiny of the Shrine Maiden"" comes a GOODSMILE ONLINE SHOP limited version of MODEROID Take no Yamikazuchi featuring its color scheme when Chikane pilots it!",Destiny of the Shrine Maiden,Good Smile Company,"Plastic Models
                            , 
                              MODEROID",Other Figure,"¥7,500",Ready-to-assemble non-scale plastic model kit. Approximately 170mm in height.,Caloan (GOD BRAVE STUDIO),Design: TEAM NAVEL (Unitec),//images.goodsmile.info/cgm/images/product/20230802/14769/119279/large/67c92624e70446b4d680b93890541b6c.jpg,//images.goodsmile.info/cgm/images/product/20230802/14769/119267/large/89e94b0bf09c4d59af14ef5d0aeb275f.jpg,//images.goodsmile.info/cgm/images/product/20230802/14769/119269/large/4f0bcd1a1298b02db5050f9b6da1270e.jpg,//images.goodsmile.info/cgm/images/product/20230802/14769/119272/large/67e1fb7202be31638c8a527d4d71c8d1.jpg
Mitsuri Kanroji,"From the anime series ""Demon Slayer: Kimetsu no Yaiba"" comes a 1/4 scale figure of the Love Hashira Mitsuri Kanroji! Details such as her lightfooted pose, carefully sculpted haori and distinct Nichirin Blade have all been faithfully captured. Mitsuri's exceptional physique and lovable smile have been carefully created in figure form as well.
Be sure to add this large-scale figure of Mitsuri Kanroji to your collection!",Demon Slayer: Kimetsu no Yaiba,FREEing,1/4th Scale,Other Figure,"¥44,000",Painted plastic 1/4 scale complete product with stand included. Approximately 415mm in height.,Koji Nihashi,Dragoncraft,//images.goodsmile.info/cgm/images/product/20230809/14797/119429/large/3073b287a59df944c0ed12ae3990eb35.jpg,//images.goodsmile.info/cgm/images/product/20230809/14797/119420/large/e8bb955c684ec10dc84303597d3293f3.jpg,//images.goodsmile.info/cgm/images/product/20230809/14797/119421/large/7bf62d85616d3f4ea383eec4733bd7a2.jpg,//images.goodsmile.info/cgm/images/product/20230809/14797/119422/large/3d202281da8416fa9f3ff02d03dab42c.jpg
Takina Inoue,"From the anime series ""Lyoris Recoil"" comes a 1/7 scale figure of Takina Inoue!",Lycoris Recoil,Good Smile Company,1/7th Scale,Other Figure,"¥19,500",Painted plastic 1/7 scale complete product with stand included. Approximately 225mm in height.,Iso+Kesamaru (Moineau),GSC Production Department,//images.goodsmile.info/cgm/images/product/20230522/14394/115634/large/f4ac6677785d4db0f9a40b5243139161.jpg,//images.goodsmile.info/cgm/images/product/20230522/14394/115635/large/8b1ad21f7adf1fc44faf62f724095029.jpg,//images.goodsmile.info/cgm/images/product/20230522/14394/115626/large/d4f762b67022621b95baa2eff6189fe8.jpg,//images.goodsmile.info/cgm/images/product/20230522/14394/115627/large/be5ba56c89d545939c4d9ea276a833fd.jpg
Schwi: Bunny Ver.,"From ""No Game No Life -Zero-"" comes a bunny figure of the mechanical girl Schwi! Her beautiful black bunny outfit shows off her mechanical parts and soft skin. Experience her new bunny charm for yourself! This enormous 1/4 scale bunny figure also features real net tights for a realistic look and feel. Be sure to add her to your collection, especially if you own the previously released Shiro: Bunny Ver.!",No Game No Life -Zero-,FREEing,1/4th Scale,Other Figure,"¥44,000",Painted 1/4 scale plastic complete product. Approximately 245mm in height and 300mm in length.,FREEing,Hiroshi (SAKURAZENSEN),//images.goodsmile.info/cgm/images/product/20230731/14748/119032/large/0f607205ff395738f27f4d4b435eadba.jpg,//images.goodsmile.info/cgm/images/product/20230731/14748/119033/large/229bb82ba41e44f378ab08ca3741a9da.jpg,//images.goodsmile.info/cgm/images/product/20230731/14748/119034/large/262feb932d10a49afa3d7c6643cc5acb.jpg,//images.goodsmile.info/cgm/images/product/20230731/14748/119035/large/bd12992c2e3f7fa9822e53e7b36c3031.jpg
Megumi Kato,"From the anime series ""Saekano: How to Raise a Boring Girlfriend ♭"" comes a 1/7 scale figure of the main heroine Megumi Kato!",Saekano: How to Raise a Boring Girlfriend ♭,Phat!,1/7th Scale,Other Figure,"¥21,800",Painted plastic 1/7 scale complete product. Approximately 140mm in length.,iTANDi (Connectorect),Phat!,//images.goodsmile.info/cgm/images/product/20230619/14520/116750/large/9ebf5be4a98b5bf1d93013b6af5fa66d.jpg,//images.goodsmile.info/cgm/images/product/20230619/14520/116751/large/e66dff3589eacadfd6e25e6671886d6f.jpg,//images.goodsmile.info/cgm/images/product/20230619/14520/116752/large/eae084eb6bea2cdd6e5596ffba8574ba.jpg,//images.goodsmile.info/cgm/images/product/20230619/14520/116753/large/bb2eb8e2e19ecc862dba8afdce3a9d1d.jpg
"MODEROID Valimar, the Ashen Knight","From the popular RPG game ""The Legend of Heroes: Trails of Cold Steel"" comes a rerelease of the plastic model of one of the seven Divine Knights—Valimar, the Ashen Knight! The plastic model stands at around 165mm in height (to top of head) and features fully articulated joints. ",The Legend of Heroes: Trails of Cold Steel,Good Smile Company,"Plastic Models
                            , 
                              MODEROID",Other Figure,"¥6,500",Ready-to-assemble plastic model kit. Non-scale. Approx. 165mm in height (to top of head).,POLY-TOYS,Tetsuo Sakata (HRG),//images.goodsmile.info/cgm/images/product/20220705/12941/101127/large/bbf9803931d764f80099544781d920c1.jpg,//images.goodsmile.info/cgm/images/product/20220705/12941/101128/large/70ca3c695a89a997d9f5624bf8361782.jpg,//images.goodsmile.info/cgm/images/product/20220705/12941/101118/large/a9bb39ac07109ba21807ff37b83a02b4.jpg,//images.goodsmile.info/cgm/images/product/20220705/12941/101119/large/14bb9e044804cc872ba3bd009abbc568.jpg
MODEROID Hydoram,"From the anime series ""Mado King Granzort"" comes a MODEROID plastic model kit of the Jado King Hydoram! ",Mado King Granzort,Good Smile Company,"Plastic Models
                            , 
                              MODEROID",Other Figure,"¥5,500",Assemblable plastic model kit. Not to scale. Approximately 140mm in height when built.,Mr. Den (GOD BRAVE STUDIO),Mizuho Design Team,//images.goodsmile.info/cgm/images/product/20230315/14116/112931/large/f1c99cd8a5d885e8ddda6e50b289fdc9.jpg,//images.goodsmile.info/cgm/images/product/20230315/14116/112932/large/4feffcb3bcc8975d940047837782b130.jpg,//images.goodsmile.info/cgm/images/product/20230315/14116/112933/large/8c361b8f017ffe8525b3426830cc82ab.jpg,//images.goodsmile.info/cgm/images/product/20230315/14116/112934/large/4b7166f36382284f3a10644bd676e375.jpg
figma La+ Darknesss,"From the popular VTuber group ""hololive production"" comes a figma of La+ Darknesss, leader of Secret Society holoX!
Face plates:",hololive production,Max Factory,figma,Other Figure,"¥11,800",Painted plastic non-scale articulated figure with stand included. Approximately 135mm in height.,Masu,Masaki Apsy,//images.goodsmile.info/cgm/images/product/20231117/15229/123441/large/a268bc5acfeca57a1fe1512bd1660fd0.jpg,//images.goodsmile.info/cgm/images/product/20231117/15229/123442/large/4eed653774d3e32a2bf5b6c0fa0b8b95.jpg,//images.goodsmile.info/cgm/images/product/20231117/15229/123443/large/a74fc8f6d1f622245e8d0b2f6480b5f4.jpg,//images.goodsmile.info/cgm/images/product/20231117/15229/123444/large/65727a0582f001cb8f4aa05daa3a2f07.jpg
